,product_title,product_main_image_url,app_sale_price,product_detail_url,product_id,evaluate_rate,original_price,manufacturer,prod_overview,price_range,RAM,ROM,total_des
10,Redmi 9A (Sea Blue 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg,6999,https://www.amazon.in/dp/B086978F2L,B086978F2L,4.2/5,"₹8,499",Redmi,"Country Of Origin - India13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera, Contrast: 1500:116.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 2GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide",1k-10k,2.0,32,"4.2/5 1k-10k Redmi Country Of Origin - India13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera, Contrast: 1500:116.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 2GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide"
11,"Samsung Galaxy M32 (Light Blue, 4GB RAM, 64GB Storage) 6 Months Free Screen Replacement for Prime",https://m.media-amazon.com/images/I/71F4jU7MRUS._AC_UY218_.jpg,12999,https://www.amazon.in/dp/B096VD213D,B096VD213D,4.2/5,"₹16,999",Samsung,"Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front cameraMonster 6000 mAh Battery | Memory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 operating system with MediaTek Helio G80 Octa Core Processor 2GHz,1.8GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",10k-20k,4.0,64,"4.2/5 10k-20k Samsung Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front cameraMonster 6000 mAh Battery | Memory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 operating system with MediaTek Helio G80 Octa Core Processor 2GHz,1.8GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
12,"Redmi 9A (Midnight Black, 2GB RAM, 32GB Storage) | 2GHz Octa-Core Helio G25 Processor",https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg,6999,https://www.amazon.in/dp/B08697N43G,B08697N43G,4.2/5,"₹8,499",Redmi,"Country Of Origin - India13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera16.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 2GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide",1k-10k,2.0,32,"4.2/5 1k-10k Redmi Country Of Origin - India13MP rear camera with AI portrait, AI scene recognition, HDR, pro mode | 5MP front camera16.58 centimeters (6.53 inch) HD+ multi-touch capacitive touchscreen with 1600 x 720 pixels resolution, 268 ppi pixel density and 20:9 aspect ratioMemory, Storage & SIM: 2GB RAM, 32GB internal memory expandable up to 512GB | Dual SIM (nano+nano) + Dedicated SD card slotAndroid v10 operating system with upto 2.0GHz clock speed Mediatek Helio G25 octa core processor5000mAH lithium-polymer large battery with 10W wired charger in-box1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: Power adapter, USB cable, sim eject tool, warranty card and user guide"
13,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/71KCwNV6MuL._AC_UY218_.jpg,11490,https://www.amazon.in/dp/B08444S68L,B08444S68L,4.2/5,"₹15,990",OPPO,"12+2+2MP triple rear camera (12MP main camera+2MP macro lens+2MP depth camera) with Portrait bokeh, macro lens, dazzle color mode, AI beautification | 8MP front camera16.5 centimeters (6.5-inch) waterdrop multi touch screen with an 89% screen to body ratio | 1600 x 720 pixels resolution, 269 ppi pixel densityMemory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)Android Pie v9.0 based on ColorOS 6.1 operating system with 2.3GHz Mediatek 6765 octa core processor, IMG GE83204230mAH lithium-polymer battery providing talk-time of 45 hours and standby time of 450 hours1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: USB cable, Sim tray ejecter, pre-applied screen protector and protective case, booklet with warranty card and quick guide. The box does not include earphones",10k-20k,6.0,128,"4.2/5 10k-20k OPPO 12+2+2MP triple rear camera (12MP main camera+2MP macro lens+2MP depth camera) with Portrait bokeh, macro lens, dazzle color mode, AI beautification | 8MP front camera16.5 centimeters (6.5-inch) waterdrop multi touch screen with an 89% screen to body ratio | 1600 x 720 pixels resolution, 269 ppi pixel densityMemory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (4G+4G)Android Pie v9.0 based on ColorOS 6.1 operating system with 2.3GHz Mediatek 6765 octa core processor, IMG GE83204230mAH lithium-polymer battery providing talk-time of 45 hours and standby time of 450 hours1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseBox also includes: USB cable, Sim tray ejecter, pre-applied screen protector and protective case, booklet with warranty card and quick guide. The box does not include earphones"
14,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg,9499,https://www.amazon.in/dp/B08XJGNQS7,B08XJGNQS7,4.1/5,"₹12,999",Samsung,"48MP+5MP+2MP+2MP Quad camera setup- True 48MP (F 2.0) main camera + 5MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 8MP (F2.2) front came6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseAndroid 11, v11.0 operating system,One UI 3.1, with 8nm Power Efficient Exynos850 (Octa Core 2.0GH16.55 centimeters (6.5-inch) HD+ TFT LCD - infinity v-cut display,90Hz screen refresh rate, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M colorMemory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 1TB| Dual SIM (nano+nano) dual-standby (4G+4",1k-10k,4.0,64,"4.1/5 1k-10k Samsung 48MP+5MP+2MP+2MP Quad camera setup- True 48MP (F 2.0) main camera + 5MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 8MP (F2.2) front came6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchaseAndroid 11, v11.0 operating system,One UI 3.1, with 8nm Power Efficient Exynos850 (Octa Core 2.0GH16.55 centimeters (6.5-inch) HD+ TFT LCD - infinity v-cut display,90Hz screen refresh rate, HD+ resolution with 720 x 1600 pixels resolution, 269 PPI with 16M colorMemory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 1TB| Dual SIM (nano+nano) dual-standby (4G+4"
15,"Tecno Spark 7T(Jewel Blue, 4GB RAM, 64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera",https://m.media-amazon.com/images/I/81aWyRY67SS._AC_UY218_.jpg,8499,https://www.amazon.in/dp/B096LS7N6Z,B096LS7N6Z,4.0/5,"₹10,999",Tecno,"48MP AI Dual Rear Camera | 8MP Selfie Camera with Dual Front Flash6000mAh Powerful Battery | 36 days standby6.52HD+IPS display | 90.3% screen to body ratioHelio G35 Gaming Processor, 720*1600 Resolution3-in-1 SIM slot/ Fingerprint Sensor/ latest Android 11",1k-10k,4.0,64,"4.0/5 1k-10k Tecno 48MP AI Dual Rear Camera | 8MP Selfie Camera with Dual Front Flash6000mAh Powerful Battery | 36 days standby6.52HD+IPS display | 90.3% screen to body ratioHelio G35 Gaming Processor, 720*1600 Resolution3-in-1 SIM slot/ Fingerprint Sensor/ latest Android 11"
16,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) - 5G Android Smartphone | 5000 mAh Battery | 18W Fast Charge | 90Hz LCD Display",https://m.media-amazon.com/images/I/71geVdy6-OS._AC_UY218_.jpg,15990,https://www.amazon.in/dp/B08VB34KJ1,B08VB34KJ1,4.2/5,"₹20,990",OPPO,"6.49"" Inch 16.5cm FHD+ Punch-hole Display with 2400x1080 pixels. Larger screen to body ratio of 90.5%.Side Fingerprint SensorQualcomm Snapdragon 480 5G GPU 619 at 650 MHz Support 5G sim Powerful 2 GHz Octa-core processor, support LPDDR4X memory and latest UFS 2.1 gear 3 storage5000 mAh lithium polymer battery48MP Quad Camera 48MP Main + 2MP Macro + 2MP Depth Lens 8MP Front CameraMemory, Storage & SIM: 6GB RAM 128GB internal memory expandable up to 256GB Dual SIM nano+nano dual-standby 5G+5G. Color OS 11.1 based on Android v11.0 operating systemConnector type: USB Type CDisplay type: LCD",10k-20k,6.0,128,"4.2/5 10k-20k OPPO 6.49"" Inch 16.5cm FHD+ Punch-hole Display with 2400x1080 pixels. Larger screen to body ratio of 90.5%.Side Fingerprint SensorQualcomm Snapdragon 480 5G GPU 619 at 650 MHz Support 5G sim Powerful 2 GHz Octa-core processor, support LPDDR4X memory and latest UFS 2.1 gear 3 storage5000 mAh lithium polymer battery48MP Quad Camera 48MP Main + 2MP Macro + 2MP Depth Lens 8MP Front CameraMemory, Storage & SIM: 6GB RAM 128GB internal memory expandable up to 256GB Dual SIM nano+nano dual-standby 5G+5G. Color OS 11.1 based on Android v11.0 operating systemConnector type: USB Type CDisplay type: LCD"
17,"Samsung Galaxy M32 (Light Blue, 6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime",https://m.media-amazon.com/images/I/71F4jU7MRUS._AC_UY218_.jpg,14999,https://www.amazon.in/dp/B096VDR283,B096VDR283,4.2/5,"₹18,999",Samsung,"Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front cameraMonster 6000 mAh Battery| Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 operating system with MediaTek | Helio G80 Octa Core Processor 2GHz,1.8GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",10k-20k,6.0,128,"4.2/5 10k-20k Samsung Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front cameraMonster 6000 mAh Battery| Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSDAndroid v11.0, One UI 3.1 operating system with MediaTek | Helio G80 Octa Core Processor 2GHz,1.8GHz6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
18,"OPPO A74 5G (Fluid Black,6GB RAM,128GB Storage) - 5G Android Smartphone | 5000 mAh Battery | 18W Fast Charge | 90Hz LCD Display",https://m.media-amazon.com/images/I/71poFSdDs5S._AC_UY218_.jpg,15990,https://www.amazon.in/dp/B08VB2CMR3,B08VB2CMR3,4.2/5,"₹20,990",OPPO,"6.49"" Inch (16.5cm) FHD+ Punch-hole Display with 2400x1080 pixels. Larger screen to body ratio of 90.5%.|Side Fingerprint Sensor.Qualcomm Snapdragon 480 5G GPU 619 at 650 MHz Support 5G sim| Powerful 2 GHz Octa-core processor, support LPDDR4X memory and latest UFS 2.1 gear 3 storage5000 mAh lithium polymer battery48MP Quad Camera ( 48MP Main + 2MP Macro + 2MP Depth Lens) | 8MP Front Camera.Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (5G+5G).| Color OS 11.1 based on Android v11.0 operating system.Connector type: USB Type C",10k-20k,6.0,128,"4.2/5 10k-20k OPPO 6.49"" Inch (16.5cm) FHD+ Punch-hole Display with 2400x1080 pixels. Larger screen to body ratio of 90.5%.|Side Fingerprint Sensor.Qualcomm Snapdragon 480 5G GPU 619 at 650 MHz Support 5G sim| Powerful 2 GHz Octa-core processor, support LPDDR4X memory and latest UFS 2.1 gear 3 storage5000 mAh lithium polymer battery48MP Quad Camera ( 48MP Main + 2MP Macro + 2MP Depth Lens) | 8MP Front Camera.Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 256GB | Dual SIM (nano+nano) dual-standby (5G+5G).| Color OS 11.1 based on Android v11.0 operating system.Connector type: USB Type C"
19,"I KALL Z5 Smartphone (5.5 Inch, 3GB, 16GB) (Blue)",https://m.media-amazon.com/images/I/41+uQUoMp3L._AC_UY218_.jpg,4996,https://www.amazon.in/dp/B09G9YJR12,B09G9YJR12,5.0/5,"₹5,999",IKALL,"8MP Rear Camera | 5MP Front Camera | Made in India, This phone has single rear camera and single front camera13.97 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution3GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 10.0 with 1.3 Ghz Quad Core1 Year warranty for mobile and 6 Months for box accessories",1k-10k,3.0,16,"5.0/5 1k-10k IKALL 8MP Rear Camera | 5MP Front Camera | Made in India, This phone has single rear camera and single front camera13.97 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution3GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 10.0 with 1.3 Ghz Quad Core1 Year warranty for mobile and 6 Months for box accessories"
20,"Vivo Y21 (Diamond Glow, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/51GkJLzb9NL._AC_UY218_.jpg,13990,https://www.amazon.in/dp/B08ZJQ6QM9,B08ZJQ6QM9,3.9/5,"₹17,990",Vivo,"13MP+2MP Rear Camera | 8MP Selfie Camera16.55cm (6.51"") HD+ Display with 1600 x 720 pixels resolution.Memory & SIM: 4GB RAM | 64GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11.1 operating system based on Android 11 with Mediatek Helio P35 Octa core processor.18W fast charging with 5000mAh battery (Type-C).",10k-20k,4.0,64,"3.9/5 10k-20k Vivo 13MP+2MP Rear Camera | 8MP Selfie Camera16.55cm (6.51"") HD+ Display with 1600 x 720 pixels resolution.Memory & SIM: 4GB RAM | 64GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 11.1 operating system based on Android 11 with Mediatek Helio P35 Octa core processor.18W fast charging with 5000mAh battery (Type-C)."
21,"realme narzo 50i (Carbon Black, 2GB RAM+32GB Storage) - with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/71djAn3nxoL._AC_UY218_.jpg,7499,https://www.amazon.in/dp/B09FKGDJNC,B09FKGDJNC,3.6/5,"₹7,999",realme,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Primary Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor,1k-10k,2.0,32,3.6/5 1k-10k realme 2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Primary Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor
22,"I KALL K525 Smartphone (6.26 Inch, 4GB, 64GB, Fingerprint, Dual Sim 4G+4G), Blue",https://m.media-amazon.com/images/I/615QVJdcMKL._AC_UY218_.jpg,6999,https://www.amazon.in/dp/B09J1DKJXM,B09J1DKJXM,5.0/5,"₹8,499",IKALL,"8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 64GB storage | Expandable Memory 64GB | Dual Sim (4G+4G)Android 10.0 with 1.6 Ghz Octa Core | Finger Print Sensor1 Year warranty for mobile and 6 Months for box accessories",1k-10k,4.0,64,"5.0/5 1k-10k IKALL 8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 64GB storage | Expandable Memory 64GB | Dual Sim (4G+4G)Android 10.0 with 1.6 Ghz Octa Core | Finger Print Sensor1 Year warranty for mobile and 6 Months for box accessories"
23,"I KALL K5 Smartphone (2GB, 16GB) (Blue)",https://m.media-amazon.com/images/I/51MWwWaLjnL._AC_UY218_.jpg,3999,https://www.amazon.in/dp/B09GXSV7KQ,B09GXSV7KQ,3.6/5,"₹5,999",IKALL,"5MP Rear Camera | 2MP Front Camera | Made in India13.84 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution2GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 6.0 with 1.3 Ghz Quad Core | 2500 mAh Battery1 Year warranty for device and 6 Months for box accessories",1k-10k,2.0,16,"3.6/5 1k-10k IKALL 5MP Rear Camera | 2MP Front Camera | Made in India13.84 cm (5.5 inch) Display | multi-touch capacitive touch screen with 480x960 pixel resolution2GB ram, 16GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 6.0 with 1.3 Ghz Quad Core | 2500 mAh Battery1 Year warranty for device and 6 Months for box accessories"
24,"Vivo Y1s (Olive Black, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/51EHTQw3RxS._AC_UY218_.jpg,9490,https://www.amazon.in/dp/B08ZMTHXZ9,B08ZMTHXZ9,4.1/5,"₹11,990",Vivo,"13MP Rear Camera | 5MP Selfie Camera15.79cm (6.22"") HD+ Display with 1520 x 720 pixels resolution.Memory & SIM: 3GB RAM | 32GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 10.5 based on Android 10 operating system with MTK P35 octa core processor.4030mAh battery (Type-C).",1k-10k,3.0,32,"4.1/5 1k-10k Vivo 13MP Rear Camera | 5MP Selfie Camera15.79cm (6.22"") HD+ Display with 1520 x 720 pixels resolution.Memory & SIM: 3GB RAM | 32GB internal memory | Dual SIM (nano+nano) dual-standby (4G).Funtouch OS 10.5 based on Android 10 operating system with MTK P35 octa core processor.4030mAh battery (Type-C)."
25,"I KALL Z2 Smartphone (4GB, 32GB), Purple",https://m.media-amazon.com/images/I/41fjukD1D5L._AC_UY218_.jpg,6079,https://www.amazon.in/dp/B09H4SF136,B09H4SF136,5.0/5,"₹7,499",IKALL,"8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 32GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 8.1 with 1.3 Ghz Quad Core | 4000 mAh Battery1 Year warranty for device and 6 Months for box accessories",1k-10k,4.0,32,"5.0/5 1k-10k IKALL 8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 32GB storage | Expandable Memory 64GB | Dual Sim | 4G VolteAndroid 8.1 with 1.3 Ghz Quad Core | 4000 mAh Battery1 Year warranty for device and 6 Months for box accessories"
26,"I KALL K525 Smartphone (6.26 Inch, 4GB, 64GB, Fingerprint, Dual Sim 4G+4G), Grey",https://m.media-amazon.com/images/I/61cu-H9xINL._AC_UY218_.jpg,6999,https://www.amazon.in/dp/B09J1D1TSC,B09J1D1TSC,5.0/5,"₹8,499",IKALL,"8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 64GB storage | Expandable Memory 64GB | Dual Sim (4G+4G)Android 10.0 with 1.6 Ghz Octa Core | Finger Print Sensor1 Year warranty for mobile and 6 Months for box accessories",1k-10k,4.0,64,"5.0/5 1k-10k IKALL 8MP Rear Camera | 5MP Front Camera | Made in India15.9 cm (6.26 inch) Display | multi-touch capacitive touch screen with 480x1014 pixel resolution4GB ram, 64GB storage | Expandable Memory 64GB | Dual Sim (4G+4G)Android 10.0 with 1.6 Ghz Octa Core | Finger Print Sensor1 Year warranty for mobile and 6 Months for box accessories"
27,"Tecno Spark 7T(Nebula Orange, 4GB RAM, 64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera",https://m.media-amazon.com/images/I/81niwIeRCbS._AC_UY218_.jpg,8499,https://www.amazon.in/dp/B096LV43SX,B096LV43SX,4.0/5,"₹10,999",Tecno,48MP AI Dual Rear Camera 8MP Selfie Camera with Dual Front Flash6000mAh Powerful Battery 36 days standby6.52HD+IPS display 90.3% screen to body ratioHelio G35 Gaming Processor3-in-1 SIM slot/ Fingerprint Sensor/ latest Android 11Display type: LCD,1k-10k,4.0,64,4.0/5 1k-10k Tecno 48MP AI Dual Rear Camera 8MP Selfie Camera with Dual Front Flash6000mAh Powerful Battery 36 days standby6.52HD+IPS display 90.3% screen to body ratioHelio G35 Gaming Processor3-in-1 SIM slot/ Fingerprint Sensor/ latest Android 11Display type: LCD
28,Lava A1 (Blue Silver),https://m.media-amazon.com/images/I/71nJCipMRiL._AC_UY218_.jpg,999,https://www.amazon.in/dp/B09BF91NV5,B09BF91NV5,4.0/5,"₹1,279",Lava,RAM/ROM- 32MB/24MBDisplay Size- 1.77InchBattery- 800MAh | 4 days long BatteryAuto Call recording available,0-1k,0.0,0,4.0/5 0-1k Lava RAM/ROM- 32MB/24MBDisplay Size- 1.77InchBattery- 800MAh | 4 days long BatteryAuto Call recording available
29,"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) - with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/61PGb+YfZWL._AC_UY218_.jpg,7499,https://www.amazon.in/dp/B09FKDH6FS,B09FKDH6FS,3.5/5,"₹7,999",realme,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Primary Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor,1k-10k,2.0,32,3.5/5 1k-10k realme 2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display8MP Primary Camera | 5MP Front Camera5000 mAh BatteryOcta-core Processor
30,"realme narzo 50A (Oxygen Blue, 4GB RAM + 128GB Storage) - with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/71hgVYiuFXL._AC_UY218_.jpg,12499,https://www.amazon.in/dp/B09FK8MBMJ,B09FK8MBMJ,3.6/5,"₹13,999",realme,MediaTek Helio G85 Octa-core Processor4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP+2MP+2MP Primary Camera | 8MP Front Camera6000 mAh Battery,10k-20k,4.0,128,3.6/5 10k-20k realme MediaTek Helio G85 Octa-core Processor4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP+2MP+2MP Primary Camera | 8MP Front Camera6000 mAh Battery
31,"realme narzo 50A (Oxygen Green, 4GB RAM + 128GB Storage) - with No Cost EMI/Additional Exchange Offers",https://m.media-amazon.com/images/I/718CklLKXmL._AC_UY218_.jpg,12499,https://www.amazon.in/dp/B09FKDB27R,B09FKDB27R,4.0/5,"₹13,999",realme,MediaTek Helio G85 Octa-core Processor4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP+2MP+2MP Primary Camera | 8MP Front Camera6000 mAh Battery,10k-20k,4.0,128,4.0/5 10k-20k realme MediaTek Helio G85 Octa-core Processor4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP+2MP+2MP Primary Camera | 8MP Front Camera6000 mAh Battery
